SRR1544075  g1  s1
SRR1548811  g1  s2
SRR1659951  g1  s3
SRR1659952  g1  s4
SRR1659953  g1  s5
SRR1659954  g1  s6
SRR1659955  g1  s7
SRR1659956  g1  s8
SRR1659957  g1  s9
SRR1659958  g1  s10
SRR1659959  g2  s11
SRR1659960  g2  s12
SRR1659961  g2  s13
SRR1659962  g2  s14
SRR1659963  g2  s15
SRR1659964  g2  s16
SRR1659965  g2  s17
SRR1659966  g2  s18
SRR1659967  g2  s19
SRR1659968  g2  s20
